new-nginx-pod-3e078ab8-cdb5-4e96-9d2a-ad997172f67b,20.148681893
new-nginx-pod-c62188db-f2d3-4bb9-abfe-630ec615917f,23.553502923
new-nginx-pod-c581edb5-7b20-4919-8864-f7ded25d3eb3,9.035846257
new-nginx-pod-2c7dcdbc-4346-4152-9429-7050dc076160,10.182297387
new-nginx-pod-183ea1d0-afac-4f79-9b6f-59acd4b07296,10.257381562
new-nginx-pod-adb82897-3a17-45ff-bd5a-b6b73f7bce68,10.320830922
new-nginx-pod-7c10f750-27bf-42bb-9669-2af74c0ca6d7,10.227648092
new-nginx-pod-58a14fce-0d2d-4e43-a3be-ca930e64241d,10.309022539
new-nginx-pod-da9f1c28-521b-424b-ba01-ea4c829b4caf,11.291143573
new-nginx-pod-e2a3176c-b516-4628-bb13-305df3c7807c,13.667871403
new-nginx-pod-72a1b7ca-ace3-4c39-89ae-df95a67341bf,14.712024590
new-nginx-pod-87a1f9c3-d026-41af-af2a-91573cf9953e,19.257344146
