worker19,6,worker19,3
worker9,6,worker9,3
worker10,7,worker10,3
worker7,6,worker7,3
worker10,6,worker10,3
worker7,7,worker7,3
worker19,6,worker19,3
worker9,6,worker9,3
worker9,7,worker9,3
worker10,5,worker10,3
worker10,6,worker10,3
worker19,5,worker19,3
worker10,6,worker10,3
worker8,6,worker8,3
worker8,7,worker8,3
worker9,6,worker9,3
worker9,7,worker9,3
worker10,5,worker10,3
worker10,6,worker10,3
worker19,6,worker19,3
worker10,5,worker10,3
worker9,6,worker9,3
worker19,7,worker19,3
worker10,4,worker10,3
worker10,5,worker10,3
worker9,7,worker9,3
worker9,8,worker9,3
worker10,4,worker10,3
worker10,5,worker10,3
worker7,8,worker7,3
worker10,4,worker10,3
worker6,6,worker6,3
worker19,6,worker19,3
worker10,3,worker10,3
worker10,4,worker10,3
worker8,6,worker8,3
worker8,7,worker8,3
worker9,7,worker9,3
worker9,8,worker9,3
worker19,5,worker19,3
worker19,6,worker19,3
worker9,7,worker9,3
